party,url,content,date
conservative,https://www.conservative.ca/andrew-scheer-to-invest-1-5-billion-to-replace-and-purchase-new-mri-and-ct-machines/,"
Investment will reduce wait times for potentially life-saving scans 
A new Conservative government will invest $1.5 billion in its
first term to purchase MRI machines and CT machines to replace aging equipment and
add machines across the country, reducing wait times for potentially
life-saving tests for Canadians, Conservative Leader Andrew Scheer announced today.
“Hundreds of thousands of Canadians wait longer than the recommended
time for an MRI or a CT scan. That is just not good enough”, said Scheer. “This
investment will help our health care providers to deliver quality services with
the most up-to-date technology, giving patients quicker access to reliable,
potentially life-saving tests.”
Justin Trudeau’s never-ending deficits and out-of-control
spending have put Canada on track to hit $1 trillion in debt by 2035. If
Trudeau is given four more years, his debt and never-ending deficits will
threaten our ability to deliver quality public services like health and social
programs.
A
new Conservative government will live within its means to protect health care
in the long term. As written in a letter to all Premiers in August 2019, as
Prime Minister, Andrew Scheer will maintain and increase the current funding
formula for the Canada Health Transfer and the Canada Social Transfer. 
“Canadians need a government that understands that balancing the budget is the best way to maintain the services that they rely on the most, including health care,” Scheer said. “Canada’s Conservatives will give you more help for your health, so you can get ahead.”
FACTS:
Justin Trudeau said he would balance the budget
by 2019. Instead, he has raised taxes, imposed a carbon tax, and his massive overspending
now puts health and social programs at risk.According to a recent report
by the Conference
Board of Canada, Canada’s stock of MRI and CT
machines is aging, supply is not keeping up with demand, and wait times for
these important diagnostic tests exceed the wait-time recommendations from the
Canadian Association of Radiologists. By upgrading and increasing available
medical imaging equipment, Canadians will have better, faster access to quality
tests. Getting earlier access to a test could mean an earlier diagnosis for the
patient. In addition to improving wait
times, this investment will also give provincial governments some additional
spending flexibility, as the federal government would pick up the bill for
replacing out-of-date imaging equipment that the provinces would likely have to
replace. Demand for medical imaging
tests is only expected to increase as our population ages. 
SUPPORTING
DOCUMENTS
Background
Independent Parliamentary Budget Officer Costing
",2019-09-20
conservative,https://www.conservative.ca/trudeaus-carbon-tax-hike-will-cost-canadians-hundreds-of-dollars-more-each-year/,"
$2/litre gasoline is just around the corner
New research from the Conservative Party of
Canada reveals Justin Trudeau’s Carbon Tax increase will hit Canadians hard,
adding hundreds of dollars to their bottom line.
Trudeau’s environment minister Catherine McKenna just
recently revealed the Trudeau Liberal’s hidden agenda
to increase their Carbon Tax.
Canadians are now wondering just how high it will go – and
what it will mean for their bank accounts.
We did the math.
The carbon tax right now sits at $20/tonne and will have
to go up to $100/tonne after 2022, and as high as  $300/tonne by
2050 for the Liberals to reach their environment targets. The Parliamentary
Budget Officer confirmed the carbon tax would have to be $102/tonne to meet the
targets.
Given Trudeau has confirmed a carbon tax hike is on the
table, the Conservative Party has conducted research to determine just how much
it would cost the average Canadian household.
At the PBO’s $102/tonne level Trudeau’s Carbon Tax would:
Increase the cost of natural gas for an average household by $469 a yearAdd 31 cents/litre to the price of gasoline.
That means $2/litre gasoline is just around the corner if
the Trudeau Liberals are re-elected. At the end of the day, it’s Canadians who
will bear the cost of Justin Trudeau’s taxes as the price of every day
essentials are increased:
In Ontario, the five-fold increase to the carbon tax would cost you $1,151.In New Brunswick, the five-fold increase to the carbon tax would cost you $959.In Manitoba, the five-fold increase to the carbon tax would cost you $1,116.In Saskatchewan, the five-fold increase to the carbon tax would cost you $1,930.In Alberta, the five-fold increase to the carbon tax would cost you $2,002.
“Justin Trudeau has proven that he can’t be trusted to
help Canadians get ahead,” said Pierre Poilievre, MP for Carleton. “If he’s
given four more years, his carbon tax will cost Canadians thousands of dollars
more every year. Life is expensive enough for Canadian families without Justin
Trudeau costing them even more.”
Poilievre highlighted Trudeau’s Carbon Tax increase at
Abby Hill Farms, a country market in Ottawa that has been hit hard by the
carbon tax.
Having campaigned in 2015 to offer “real help to Canada’s
middle class and all those working hard to join it,” Trudeau is instead making
life more difficult for the very families he promised to support.
“Only Andrew Scheer and the Conservatives have a plan to live within our means and put more money in your pockets so you can get ahead,” Poilievre said.
SUPPORTING DOCUMENTATION:Backgrounder
",2019-09-14
conservative,https://www.conservative.ca/the-hon-andrew-scheer-leader-of-the-conservative-party-of-canada-issues-statement-on-the-30th-anniversary-of-the-fall-of-the-berlin-wall/,"
NOVEMBER 9, 2019
FOR IMMEDIATE RELEASE
OTTAWA, ON – The Hon. Andrew Scheer, Leader of Canada’s Conservatives and the Official Opposition, issued the following statement:
“Today, Canada joins our friends and allies in marking the 30th anniversary of the fall of the Berlin Wall.
“Built by the Communist government of East Germany, the so-called German Democratic Republic, the Berlin Wall physically divided Berlin for 28 years from 1961 to 1989, serving as a physical reminder of where communism ended and freedom began. Built to imprison East Germans and keep them captive to their socialist system, it quickly became one of the most notorious symbols of the “Iron Curtain”, dividing not only East and West Germany, but also eastern and western Europe.
“Approximately 5,000 East Germans managed to escape across the Berlin Wall to freedom, but sadly, another 5,000 were captured by the Stasi and 191 individuals were killed during their attempts to cross the wall.
“Thirty years ago today, thousands of East Germans bravely took to the streets to tear down the wall that symbolized the tyranny of communism and separated many from their family, friends and the free world. A wave of democratization swept through Eastern Europe in 1989, and the widespread discontent with the failures of communism, combined with a deep desire for liberty, drove the fall of the Berlin Wall and the pursuit of political and economic freedom for all Europeans.  
“Today, we also remember the one million members of the Canadian Forces and their families that were stationed in NATO bases across Western Europe, many of them serving at CFB Lahr and CFB Baden-Soellingen. In remembrance of our brave soldiers, the German government presented a piece of the Berlin Wall to Canada, which Prime Minister Stephen Harper placed in the Canadian War Museum in Ottawa in 2009 for permanent display. Let us never forget the Canadian and Allied heroes who served in the Cold War, defending democracy and fundamental human rights.
“On behalf of Canada’s Conservatives, I encourage all Canadians to learn about and remember the history of the Berlin Wall, the Cold War, and Canada’s valiant role in the Allied victory.”
-30-
For more information, please contact:
Julie Pham
[email protected]
(613) 292-2187
",2019-11-09
conservative,https://www.conservative.ca/andrew-scheer-releases-conservative-plan-for-a-safer-canada/,"
Conservative plan takes real action to fight crime vs. Trudeau’s do-nothing gun ban
A new Conservative government will take real
action to fight gang and gun violence, combat human trafficking, and tackle
drug addictions and recovery, Conservative Leader Andrew Scheer announced
today.
“As Prime Minister, I will lead a government that
honours its most sacred duty – to keep its citizens and their streets safe,”
Scheer said. “Justin Trudeau has failed in this regard and all of his proposed
measures to fight crime simply will not work. Canadians can’t trust him to keep
them safe.”  
The Conservative plan for safer streets targets
illegal firearms crossing the border and ending up with gangsters, while
strengthening penalties to keep gang and gun criminals behind bars.  
As Prime Minister, Andrew Scheer’s plan for A
Safer Canada will: 
End automatic bail
for gang members awaiting trial and revoke parole for any gang member who
associates with their former gang following release.
Identify known
gangs as criminal entities in the Criminal Code, similar to how terrorist
organizations are currently listed.
Bring in tougher
sentences, including a five-year minimum mandatory prison sentence for violent
gang crime, with a new five-year minimum mandatory prison sentence for
possession of a smuggled firearm. 
Create a Canada
Border Services Agency firearms smuggling task force to intercept illegal
firearms at the Canada-US border.
Strengthen
background checks for gun licenses and make it a crime to provide a firearm to
anyone who has been prohibited from owning them. 
Revise the
Canadian drugs and substance strategy to focus on helping Canadians recover
from addiction.
Strengthen human trafficking laws, including consecutive sentences for
those who are convicted on multiple counts of human trafficking and ensuring
Canada meets our commitments under the Palermo Protocol. 
Scheer contrasted the detailed Conservative plan
with Trudeau’s vague firearms ban that will do nothing to crack down on gun
crime.
“Forcing law-abiding Canadians to follow even
more laws will not reduce crime,” Scheer said. “Criminals don’t follow laws and
that’s exactly why we have to target them. My plan does the hard work of
tracking down criminals and putting them behind bars where they belong so you
and your family can be safe and get ahead.”
ANDREW SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents. Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs. Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost government-matching to RESPs by 50%, helping parents get more for their kids’ education.Introduce the Green Home Renovation Tax Credit, putting up to $3,800 back in the pockets of families who make green-home improvements.  
SUPPORTING
DOCUMENTS
Background 
Independent
Parliamentary Budget Officer Costing 
",2019-10-04
conservative,https://www.conservative.ca/andrew-scheer-to-launch-inquiry-into-snc-lavalin-corruption-scandal/,"
A new Conservative government would take measures to safeguard against abuse of power
In Justin Trudeau’s
riding of Papineau, Conservative Leader Andrew Scheer announced today that a
new Conservative government would launch a judicial inquiry into the
SNC-Lavalin corruption scandal.
A new Conservative government will also introduce the No More Cover-Ups Act to allow the RCMP to access information protected by cabinet confidence by making an application to the Supreme Court of Canada. This will prevent corrupt politicians from hiding behind cabinet confidence to escape police investigation. 
As confirmed by
hours of Parliamentary testimony, taped conversations, and an Ethics
Commissioner’s guilty verdict, Trudeau politically interfered in SNC-Lavalin’s
criminal prosecution by trying to “circumvent, undermine, and ultimately attempt
to discredit” former Attorney General Jody Wilson-Raybould.
However, to
this day, Trudeau refuses to waive cabinet confidence, keeping important
details of the scandal secret and preventing several key witnesses, including
Ms. Wilson-Raybould, from disclosing evidence.
“Justin Trudeau
has covered up his role in the SNC-Lavalin corruption scandal every step of the
way,” Scheer said. “He blocked three Parliamentary investigations, refused to
co-operate with the Ethics Commissioner, and is currently blocking the RCMP
from obtaining key evidence. As Prime Minister, I will call a judicial inquiry
so Canadians can finally get the answers they deserve.”
“No longer will
a corrupt Prime Minister be able to be the gatekeeper of his own misconduct,”
said Scheer. “These measures will safeguard our democracy against the whims of
sleazy and unscrupulous politicians. Justin Trudeau has so far avoided
consequence for the SNC-Lavalin corruption scandal, but the Canadian people
will deliver their verdict on October 21.” 
FACTS: 
In
2017, Justin Trudeau became the first Prime Minister in Canadian history to be
found guilty of breaking ethics laws for accepting a vacation from a lobbyist.
In August, he was found guilty again for his role in the SNC-Lavalin corruption
scandal.Trudeau
abused the power of his office to shut down two separate Ethics Committee
investigations and a Justice Committee investigation.In
his final report, Trudeau II, Ethics
Commissioner Mario Dion noted, “During this examination, nine witnesses
informed our Office that they had information they believed to be relevant, but
that could not be disclosed because, according to them, this information would
reveal a confidence of the Queen’s Privy Council and would fall outside the
scope of Order in Council 2019-0105.”Right
before the election, Canadians learned the RCMP is being prevented from
investigating possible obstruction of justice because Trudeau refuses to waive
cabinet confidence.
ANDREW
SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up      to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs.Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost the RESP matching by 50 per cent, helping parents get more for their kids’ education.
Background Documents:
–Backgrounder
–PBO Report

",2019-09-26
conservative,https://www.conservative.ca/scheer-pledges-support-to-small-businesses/,"
New Conservative government to repeal Trudeau tax increases and reduce red tape
Small
business owners can look forward to a new Conservative government repealing
Justin Trudeau’s tax increases and cutting red tape, announced Andrew Scheer at
Cracker Jack’s Bar and Grill today. 
“Justin
Trudeau thinks small businesses are tax cheats, “said Scheer. “In the last four
years, it has become more expensive than ever to run a business. Trudeau’s
Carbon Tax raised the price of gasoline and heating, making it harder to pay
monthly bills. His payroll tax hikes hurt the bottom line, and his
unprecedented tax hike on small businesses in 2017 – although Canada’s
Conservatives and business leaders came together to try to stop it – ended up
costing small businesses even more.” 
The government
should not stand in the way and make life more difficult for those trying to
make a living and grow their business. 
Not
only are small businesses victim to the Trudeau government’s tax hikes, small
businesses across the country are also struggling under a massive regulatory
burden. Justin Trudeau has imposed more than 4,300 job-killing, growth-choking
federal regulations on Canadian business since 2015. 
A
new Conservative government will take several measures to support our small
businesses: 
Repeal
Trudeau’s tax increases on small business investments Exempt
spouses from Trudeau’s tax increases on small business dividends Make
it easier to navigate Canada’s tax system and the Canada Revenue AgencyReduce
federal regulations by 25 per centImplement
a 2-for-1 rule for new regulations Assign
a Minister reporting directly to the Prime Minister to lead red tape reduction
effortsMandate
ministers and regulators to support innovation, economic growth, and global
competitiveness Champion
Canada’s small businesses to the world  
“A
new Conservative government will continue to celebrate small businesses as
drivers of prosperity, and not view them merely as sources of revenue,” said
Scheer. “It’s time to stop Justin Trudeau’s attacks on small business owners.
It is time for Canada’s small businesses to get ahead.”
FACTS:
Of
the 95,000 businesses that are created in Canada each year, barely 50 per cent
will survive to celebrate their tenth anniversary. Over the last four years, it
has become more difficult than ever to start and grow a business.In
2017, Trudeau proposed a disastrous set of small business tax increases that
were only partially abandoned because of effective pressure by Canada’s
Conservatives and massive public outcry.Trudeau
tried to hike taxes on small businesses’ investment income to 73 per cent, and
then went after small business owners’ spouses, ending a long-standing tax
exemption on dividend payments. The
Canadian Chamber of Commerce (CCC) reports there were 131,754 federal regulations
on the books when Justin Trudeau took office in 2015. Public policy think-tank
MEI reports that by 2018, the number of federal
regulations rose to 136,121 – an increase of more than 4,300.In
late 2018, the Financial Post reported that regulatory burden was
“killing Canada’s competitiveness.” 
ANDREW
SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost      of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut, saving an      average couple $850.Take the GST off home heating costs, saving your      family $107 every year.Introduce the Green Public Transit Tax Credit,      saving a family of four who take transit up to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents. Introduce the Children’s Fitness Tax Credit,      allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax      Credit, letting parents claim up to $500 for arts and learning programs. Expand the Age Credit, benefiting the lowest      income Canadians the most and giving a senior couple up to $300.Boost the RESP, helping parents get more for their kids’ education. For some, that could be $540 more.
SUPPORTING DOCUMENTATION: 
 –Backgrounder
–PBO
Costing 1
–PBO
Costing 2
–PBO
Costing 3
",2019-09-24
conservative,https://www.conservative.ca/trudeau-getting-pushed-around-by-trump-on-trade-once-again-scheer/,"
FOR IMMEDIATE RELEASE
 Regina, SK – The Honourable Andrew Scheer, Leader of Canada’s Conservatives and the Official Opposition issued the following statement on Justin Trudeau’s failure to get an exemption from the latest Buy American rules:
 “Justin Trudeau failed Canadians by surrendering so much and getting pushed-around by President Trump during the NAFTA re-negotiations, and now we are seeing it happen once again with the United States’ Executive Order on Buy America.
 “When Justin Trudeau had a once-in-a-lifetime opportunity to negotiate a better deal for Canadians, he gave up concession after concession to Donald Trump without securing anything in return. Canada’s hard-working steel and manufacturing workers are now paying the price.
 “Just last week, Canada’s Premiers came together to call-on the Trudeau government to secure Canadian exemptions from Buy America policies. We have already seen the damage these Buy America policies can cause, and even though the Premiers raised their concerns, things have gotten worse.
 “Justin Trudeau promised that Canada would be respected on the world-stage, but clearly he is Not as Advertised. It’s obvious that our trading partners see Justin Trudeau as a weak leader who will be pushed-around every step of the way on the world stage.
 “A Conservative Government will always fight for Canadian workers, and unlike Justin Trudeau and the Liberals, we will stand firm in defence of Canadian interests.”  
-30-
For more information, please contact:
 Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-07-16
conservative,https://www.conservative.ca/conservatives-the-first-campaign-to-have-338-candidates-register-with-elections-canada/,"
Today, the Conservative Party of Canada
became the first party to register all of their candidates with Elections
Canada.
The deadline for candidates to register for the upcoming
election is Monday, September 30th at 2 PM.
“The Conservative Party team is diverse, experienced, and
ready to put more money in your pockets so that you can get ahead,” said Hamish
Marshall, the National Campaign Manager for the Conservative Party of Canada.
“This is a team that is ready to win on October 21st and a team that is ready
to stand-up for Canadians as part of a new Conservative Government.”
The Conservative Party slate of candidates includes a
record 107 women candidates, as well as Indigenous Canadians, LGBTQ+ Canadians,
Muslims, Sikhs, Jewish Canadians, Christians, Hindus, and Buddhists.”
The candidates also come from a variety of professional
backgrounds:
VeteransPolice officersSmall business ownersPublic servantsFarmersTeachersStay-at-home parentsHealthcare professionalsFinancial professionalsEngineersJournalistsProfessional athletesA Juno-award winning country music starA Paralympic gold-medalistAn Olympic gold-medalist
“This election will be about one thing: who do you trust
to help you get ahead,” added Marshall. “Andrew Scheer and the Conservatives
are the only party that will lead a government that lives within its means and
puts more money in your pockets.”
Andrew Scheer and the Conservatives will:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries and home heating.Introduce the Universal Tax Cut, saving a couple earning average salaries $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs.Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost government-matching to RESPs by 50 per cent, helping parents get more for their kids’ education.Introduce the Green Home Renovation Tax Credit, putting up to $3,800 back in the pockets of Canadians for green home improvements.
",2019-09-29
conservative,https://www.conservative.ca/canadas-conservatives-announce-plan-to-support-fisheries/,"
A new Conservative government would engage new strategies, partnerships
and provide funding to support critical industry
Alfie MacLeod, Conservative Candidate for Cape Breton
– Canso, and Eddie Orrell, Conservative Candidate for Sydney – Victoria, were
in Glace Bay today to speak with local fish harvesters about Andrew Scheer’s
plan to promote and support Canada’s fisheries by adopting new strategies and
partnerships to strengthen relationships and build consensus on how to restore
fish stocks. Similar announcements were made by Conservative candidates across
the country.
“The Trudeau Liberals have failed to consult fish
harvesters over the past four years and this has had a real impact on our
coastal communities,” said Alfie MacLeod. “Livelihoods throughout our
province depend on the fishery. 
Conservatives will work with Nova Scotians to strengthen this vital
resource.”
To renew engagement and consultation to support our
fisheries, a new Conservative government will:
Create advisory panels with fish harvesters and anglers, Indigenous groups, and other experts
as appropriate, to rebuild critical stocks and ensure that everyone is working
together. Enhance and rebuild wild Atlantic and Pacific salmon stocks by increasing support for community-led conservation and enhancement
projects and increasing the price of the Salmon Conservation Stamp for
non-residents to benefit the Pacific Salmon Foundation.Complete new recovery
plans for all of Canada’s critical fisheries and develop strategies for managing
predators and invasive species where necessary.Repeal measures that
bypass community consultations for Marine Protected Areas while ensuring that the process is robust and timely. Justin Trudeau’s changes have short
circuited important community consultations for Marine Protected Areas. Work with industry to
develop a strategy for preventing seafood fraud.Create a modern
aquaculture act.Support the advancement
of technology and practices that reduce contact between wild and farmed salmon.
“It is so important to note the important role that
fisheries play in our local economies,” said Alfie MacLeod. “To maintain
infrastructure and support communities, a new Conservative government will provide $250 million in additional support for small craft harbours.”
Supporting our fisheries is also an important part of A
Real Plan to Protect Our Environment. As part of our
efforts to combat oceans plastic, a new Conservative government will work with
international partners to reduce the prevalence of “ghost gear”, or abandoned
and lost gear, which entangles marine wildlife and contributes to the world’s
oceans’ plastic problem. We will work to protect our oceans against one of the
deadliest forms of marine litter.
“A new Conservative government will support our fishing
industry to ensure our local communities and economies continue to thrive,”
said Eddie Orrell. “These are necessary measures – strategies, partnerships,
and funding – to make sure this critical industry continues to thrive.”
Andrew
Scheer, Leader of Canada’s Conservatives: “Justin Trudeau is not as advertised.
This election, Canadians have a choice. Between the poor judgement of Justin
Trudeau, and a new, positive Conservative government that will take immediate
action to give you more help at home.”  
Supporting Document:
Backgrounder
",2019-10-06
conservative,https://www.conservative.ca/andrew-scheer-announces-financial-support-for-ontario-line-and-yonge-subway-extension/,"
A new Conservative government will fund projects that get Canadians home faster, reduce commute times
A new Conservative government will fund the Ontario Line and Yonge
Subway Extension projects as part of a plan to prioritize projects that get
Canadians home faster, Conservative Leader Andrew Scheer announced today.
“The Ontario Line and the Yonge Subway Extension are two great
examples of projects that reduce commute times and relieve traffic congestion
for hard-working commuters,” Scheer said.
“These are exactly the kinds of infrastructure projects a new
Conservative government will prioritize and I’m pleased to announce that as
Prime Minister, my government will fund them.” 
The 7.4-kilometre Yonge Subway
Extension will connect Toronto to Markham, Vaughan and Richmond Hill – one of
the fastest growing regions in Ontario. The 15-kilometre Ontario Line will
increase capacity by 30 per cent on a critically needed east-west and
north-south route. 
Scheer was joined by Markham Mayor Frank Scarpitti and Richmond
Hill Mayor David Barrow and pointed out that despite a $187 billion infrastructure
spending commitment, Justin Trudeau has failed to deliver much-needed commuter
infrastructure for Canadians.
“Justin Trudeau was elected on a promise to invest in
infrastructure and get these kinds of projects built. But four years later, he
has spent the money but has nothing to show for it. We got the deficits without
the infrastructure,” Scheer said. “Once again, he is not as advertised.”
Only Canada’s Conservatives have a plan to lower your taxes and
put more money in your pockets so you can get ahead. We will build the
desperately needed infrastructure Canadians need to get home faster at the end
of the day.
FACTS:
Commute times in Toronto are
up an
average of almost 8 per cent since 2013, with
an average commute of 42 minutes.The Ontario Line is estimated
to cost $10.9 billion and is scheduled to be complete by 2027.The Yonge Subway Extension is
estimated to cost $5.6 billion and should be operational right after the
Ontario Line opens. A new Conservative government
would fund projects that reduce commute times across the country like the George
Massey Tunnel replacement project in Vancouver and the third link across the
Saint Lawrence River in Québec City.According to the Parliamentary
Budget Officer (PBO), for every dollar
Justin Trudeau promised for infrastructure, he only spent 60 cents: “the
Government failed to spend about 40 per cent of its planned infrastructure
budget.” Analysis
showed that for all his spending, there are no substantial results to show for
it.In its analysis of Budget 2018,
the PBO reported:
“Budget 2018 provides an incomplete account of the changes to the Government’s
$186.7 billion infrastructure spending plan. PBO requested the new plan but it
does not exist.”If given four more years,
Justin Trudeau’s debt and never-ending deficits will delay badly needed
infrastructure, threatening the future of important projects like the Ontario
Line and Yonge Subway Extension, and doing nothing to reduce commute times.Trudeau’s Carbon tax will add
31 cents a litre to the price of gas, adding hundreds of dollars to the cost of
everyday essentials. In Ontario, his carbon tax will cost you over a thousand
dollars each and every year. 
ANDREW SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home      heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up      to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs.Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost government-matching to RESP’s by 50 per cent, helping parents get more for their kids’ education.Introduce the Green Home Renovation Tax Credit, putting up to $3,800 back in the pockets of      Canadians for green home improvements. 
SUPPORTING
DOCUMENTS
Background
",2019-10-08
conservative,https://www.conservative.ca/andrew-scheer-launches-campaign-to-help-you-get-ahead/,"
A new Conservative government will put more money in your pocket for you and your family.
When Canadians go to the polls on Oct. 21,
only the Conservative Party of Canada will have a trustworthy plan to put more
money in your pockets so you can get ahead.
Today, Andrew Scheer, Leader of Canada’s Conservatives,
officially launched the Conservative Party’s election campaign with a clear
plan to help all Canadians whose lives have gotten more expensive under Justin
Trudeau and the Liberals.
“Canadians are working harder and harder, but they’re just
barely getting by and just can’t seem to get ahead. I’m running to be Prime
Minister with a clear plan to make life more affordable for you and your
family,” said Scheer.
Scheer highlighted that after four years, Justin Trudeau’s
huge deficits, mounting debt, tax hikes, and broken promises have left Canadian
families worse off. Under Trudeau, 80% of middle-income families have seen
their federal taxes increase by $800 or more per year.
“Justin Trudeau was elected on a promise to help the
middle class. But the last four years have shown he is just not as advertised,”
said Scheer. “Instead of ‘sunny ways’ and ‘real change,’ you got four years of
higher gas prices, massive deficits, mounting debt, and a carbon tax that makes
everyday essentials more expensive.”
Scheer added, “Four more years of Justin Trudeau is four
more years of deficits that threaten our health care and education systems, a
higher carbon tax on gas, groceries and home heating, and four more years of
weakness on the world stage, scandals, and cover ups.”
As Prime Minister, Andrew Scheer will:
Take the GST off home heating costsScrap the Trudeau Carbon TaxMake maternity benefits tax-freeCreate better, higher paying jobs by embracing nation building projects at home, while standing up for Canadian workers on the world stage.
“I’m a kid that grew up in a townhouse, in a family that
didn’t own a car, whose mother lived with her eight siblings in a two-bedroom
house on a dirt road, and today I am running to be Prime Minister. That’s the
kind of opportunity Canada offered me. I want Canada to be that place for
everyone,” Scheer said.
",2019-09-11
conservative,https://www.conservative.ca/snconeyear-follow-cpc_hq-to-mark-the-one-year-anniversary-of-the-snc-lavalin-scandal/,"
Starting
today, the Conservative Party of Canada will begin marking the one-year
anniversary of the SNC-Lavalin corruption scandal by highlighting key dates and
events that led to Justin Trudeau blocking an RCMP investigation into the
scandal.
Because
the biggest Liberal scandal of the last four years didn’t happen overnight. 
Follow
along @CPC_HQ and the hashtag #SNCOneYear over the coming days and weeks as we
recall the specific sordid details. We’ll take you through all the lies, the
coercion, the relentless pressure, and the corruption that led to the RCMP
knocking on Trudeau’s door. 
One
year ago today:
On Trudeau’s orders, senior
PMO officials Mathieu Bouchard and Elder Marques met with Attorney General Jody
Wilson-Raybould’s office to tell her that she “should be able to find a more
reasonable solution here,” referring to the public prosecutor’s decision not to
grant SNC-Lavalin a deferred prosecution agreement.
Link: https://www.ctvnews.ca/politics/snc-lavalin-and-the-pmo-a-timeline-1.4294936
Justin
Trudeau wants you to forget how he used the power of his office to try and
overrule an independent prosecutor to let a Liberal-friendly corporation off
the hook for construction charges.
He
wants you to forget that he lied about it when he got caught and that he shut
down three parliamentary investigations, stonewalled the Ethics Commissioner,
and is currently blocking an RCMP investigation into the matter.
Canadians
will not forget.
https://www.dropbox.com/s/rvxybo3xlcdsbk8/20190916-JWR-OneYear-1920×1080.mp4?dl=0
",2019-09-16
