party,url,content,date
conservative,https://www.conservative.ca/experts-agree-conservatives-have-realistic-fiscal-plan-for-infrastructure-projects/,"
Liberals misrepresenting Conservative plan to support infrastructure
Justin Trudeau is lying and misrepresenting the Conservative plan to support infrastructure projects across Canada. Let’s look at the facts. Public policy expert Jack Mintz confirmed that the Conservative plan only “delays” infrastructure spending by three years. He also confirmed that these delays only impact “uncommitted infrastructure spending”.  In contrast, the Liberals cut up to 40% of infrastructure spending from 2016-2017.  The Parliamentary Budget Officer (PBO) agrees. The PBO confirms that the Conservative plan will extend “spending for the Investing in Canada Plan (ICP) over an eleven-year period, rather than the eight-year period.” The PBO also says that the Conservative plan would “spread the same nominal amount of money over a longer period of time”. The PBO also confirmed that our plan continues “funding obligations already committed to by the Government”.  Justin Trudeau is lying to Canadians. Andrew Scheer and the Conservatives will maintain infrastructure spending. Instead we will cut corporate welfare and foreign aid to relatively wealthy countries in order to lower taxes and help you get ahead. https://www.pbo-dpb.gc.ca/web/default/files/Documents/ElectionProposalCosting/Results/33020559_EN.pdf?timestamp=1570992945242 https://www.pbo-dpb.gc.ca/web/default/files/Documents/Reports/2019/Main_estimates_2019_20/The%20Government%E2%80%99s%20Expenditure%20Plan%20and%20Main%20Estimates%20for%202019-20_EN.pdf.pdf
https://cpcassets.conservative.ca/wp-content/uploads/2019/10/14151516/0271ad140de44b8.pdf

",2019-10-14
conservative,https://www.conservative.ca/justin-trudeau-the-high-carbon-hypocrite/,"
Trudeau is campaigning with two planes, emitting more than double the amount of other campaigns
Despite marching in climate strikes,
lecturing everybody else on lowering emissions, and imposing a carbon tax on
hard-working Canadians, Justin Trudeau and the Liberals are secretly using two
aircraft to campaign in this election.
Conservatives have confirmed that Trudeau’s official
Boeing 737-800 campaign planes (his official branded plane and two
replacements) have been travelling with a second aircraft – a 40-year-old
Boeing 737-200 with tail number C-GNLE.
His official branded plane – tail number C-GTQB – and the second plane were spotted on the tarmac together at Pearson Airport in Toronto yesterday:



Flight records show his three official planes have been accompanied by the second plane throughout the campaign:

Not only is Trudeau running with two
aircraft, his second plane is by far the highest-emitting aircraft in the
campaign. The Boeing 737-200 burns through a staggering 975 gallons of jet fuel
an hour. His official branded plane burns between 800
and 850 gallons an hour.
By comparison, Jagmeet Singh’s NDP plane burns 795 gallons an hour and
Andrew Scheer’s Conservative plane burns 640
gallons an hour.
That means Trudeau’s campaign is emitting nearly three times as
much as the Conservative campaign.
“Canadians are tired of being lectured to and taxed by a
high-carbon hypocrite like Justin Trudeau,” Conservative Leader Andrew Scheer
said. “As usual, there’s one set of rules for him, and one set of rules for the
rest of us. He is simply not as advertised.”
",2019-10-02
conservative,https://www.conservative.ca/andrew-scheer-names-co-chairs-of-committee-to-cut-corporate-welfare/,"
Taxpayer handouts to wealthy executives, shareholders, and foreign companies to be eliminated, savings to be redirected to Canadians 
Today, Andrew Scheer announced that as Prime
Minister he will appoint Kevin Falcon, the former deputy premier and finance
minister of British Columbia, and Yves Desjardins-Siciliano, the former
president and CEO of VIA Rail Canada, to lead the Commission on
the Reduction of Government Subsidy Programs to Corporations. This is the first
announcement of Andrew Scheer’s 100 Day Action Plan – the steps a new
Conservative government would take to help Canadians get ahead. 
“You shouldn’t have to be a billionaire to get your
government’s attention,” Scheer said. “You deserve a government, and a Prime
Minister, whose first priority will be to help you get ahead.”
The Commission on
the Reduction of Government Subsidy Programs to Corporations will
review all business subsidy programs, including grants and contributions to
corporations. The commission’s mandate will include:
Reducing corporate subsidies by $1.5 billion
per yearRecommending performance metrics for corporate
subsidy programsReviewing innovation programs to ensure that
they are supporting Canadian companies that provide benefits, profits and
patents that stay in Canada.
The commission will be operated out of the Department
of Finance. A new Conservative government will also strengthen Canada’s regional development agencies, focusing on helping
small and medium businesses to grow.
“There is a truism I’ve
learned watching governments of all stripes throw taxpayer dollars at
undeserving corporations. Governments have a terrible record of picking between
winners and losers. I’m proud to have been part of a government that eliminated
all corporate subsidies, grants and equity investments to individual for-profit
businesses. I applaud the Conservative party and Andrew Scheer for their
commitment to scale back this corporate welfare and redirect it where it
belongs, in the pockets of Canadian families,” Falcon said. 
“As in
all areas of government, spending taxpayers’ money must be efficient and
produce the greatest benefits to Canada’s economy. I’m honoured to co-chair
this review with a distinguished Canadian, and I’m confident our review will
yield the expected benefits,” said Desjardins-Siciliano. 
“Hard-working
Canadians are rightly offended when they see their tax dollars going to further
the interests of the wealthy and well-connected friends, while Justin Trudeau
makes them pay more for gasoline, groceries, and home heating,” Scheer said. 
SUPPORTING
DOCUMENTATION:
-Backgrounder

",2019-10-12
conservative,https://www.conservative.ca/fact-check-trudeau-is-desperately-lying-about-our-conservative-plan-to-build-infrastructure/,"
Justin Trudeau failed to deliver the infrastructure he promised to Canadians
The independent Parliamentary Budget Officer
(PBO) confirmed that Justin Trudeau was unable to deliver 40% of the budgeted
infrastructure he promised.
In contrast Andrew Scheer will extend the Investing in
Canada Plan by an additional three years so that the entire $187-billion
program is spent over 15 years instead of 12.
Conservatives worked with the PBO to ensure that our
infrastructure plan:
Maintains all projects committed to by the Liberal Government;Maintains the Gas Tax Fund and Goods and Services Tax rebate to municipalities at the same levels; andFunds important projects such as: The George Massey Tunnel Replacement Project (British Columbia);The Ontario Line and the Yonge Subway Extension (Ontario); andThe third link between Quebec City and Levis (Québec).
",2019-10-12
conservative,https://www.conservative.ca/trudeaus-green-energy-retrofit-program-is-not-as-advertised/,"
Trudeau’s plan puts you further in debt while Andrew Scheer’s plan puts more money in your pocket
Today Justin Trudeau announced
interest-free loans for Canadians to renovate their homes. But Canadians who
are struggling to make-ends-meet can’t afford a loan to renovate their house
while Justin Trudeau continues to hike taxes and make life more unaffordable.
Justin Trudeau wants you to take on as much as
$40,000 in debt to make your home energy efficient, while Andrew Scheer has a
plan to put more money in your pocket, as much as $3,800. 
Trudeau’s green renovation plan will require you to
be audited by the government, not once but twice. Andrew Scheer’s Conservatives
won’t require the government to come to your house and tell you how to renovate
your home. 
Trudeau’s Liberals will even make you pay for one
of these audits. 
What’s worse, to pay for this loan program, Justin
Trudeau is going to use the money you paid the CHMC to help wealthy landlords
replace the windows and roofs on their investment properties. 
In fact, part of Trudeau’s plan only applies to the
very rich who can afford expensive homes.
Andrew Scheer and the Conservatives have a plan a
better plan to help you get ahead by making Canadians eligible to receive a 20%
refundable credit on their income tax for green improvements to their homes of
over $1,000 and up to $20,000. This would allow Canadians to save up to $3,800
on their renovations each year.
",2019-09-25
conservative,https://www.conservative.ca/andrew-scheer-announces-four-point-plan-to-make-home-ownership-more-affordable/,"
Trudeau Liberals’ have put home ownership further out of reach for Canadians
Today, Conservative Leader Andrew Scheer announced that a new Conservative
government would introduce four new measures to make it easier for first-time
homebuyers to buy a home.
“With his poor judgement and tax hikes, Justin Trudeau has put the
dream of home ownership further out of reach for so many, especially young
Canadians,” Scheer said. “As Prime Minister, I will fix his bad policies and
work to get more homes on the market to lower the price of housing.”
As Prime Minister, Andrew Scheer will: 
Fix the mortgage stress test to ensure that first-time homebuyers aren’t unnecessarily prevented from accessing mortgages and work with OSFI to remove the stress test from mortgage renewals to give homeowners more options. Increase amortization periods on insured mortgages to 30 years for first-time homebuyers to lower monthly payments. Launch an inquiry into money laundering in the real estate sector and work with our industry partners to root out corrupt practices that inflate housing prices. Make surplus federal real estate available for development to increase the supply of housing. 
Canada’s
Conservatives know the government has an important role to play to put home
ownership within reach for more Canadians. When you work hard, save, and invest
in your future, the government should help you – not stand in your way. 
FACTS
New data shows the country’s youngest
buyers are affected most by the Trudeau Liberals’
stress test.Justin Trudeau’s latest homebuyer “incentive” has
so many terms and conditions that most first-time homebuyers don’t qualify.
What’s more, it only targets select cities.Right now, more than 80
per cent of middle-income families are paying $800 more in taxes a year than
they did in 2015. The cost of housing continues to skyrocket, and the carbon
tax means that everyday necessities like gas, groceries and heating your home
keep getting more and more expensive. It’s harder than ever before to save for
a down payment or monthly bills. Justin Trudeau has proven that he
can’t be trusted to help Canadians get ahead. If he’s given four more years,
his carbon tax will cost Canadians hundreds of dollars a year. Life is
expensive enough for Canadian families without Justin Trudeau costing them even
more.
ANDREW SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents. Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs. Expand the Age Credit, benefiting the lowest-income Canadians the most and giving a senior couple up to $300.Boosting the government’s matching RESP contributions by 50 per cent, helping parents get more for their kids education. For some, that could be $540 more.
SUPPORTING DOCUMENTS
Background 
Independent
Parliamentary Budget Officer Costing 
",2019-09-23
conservative,https://www.conservative.ca/andrew-scheer-to-launch-inquiry-into-snc-lavalin-corruption-scandal/,"
A new Conservative government would take measures to safeguard against abuse of power
In Justin Trudeau’s
riding of Papineau, Conservative Leader Andrew Scheer announced today that a
new Conservative government would launch a judicial inquiry into the
SNC-Lavalin corruption scandal.
A new Conservative government will also introduce the No More Cover-Ups Act to allow the RCMP to access information protected by cabinet confidence by making an application to the Supreme Court of Canada. This will prevent corrupt politicians from hiding behind cabinet confidence to escape police investigation. 
As confirmed by
hours of Parliamentary testimony, taped conversations, and an Ethics
Commissioner’s guilty verdict, Trudeau politically interfered in SNC-Lavalin’s
criminal prosecution by trying to “circumvent, undermine, and ultimately attempt
to discredit” former Attorney General Jody Wilson-Raybould.
However, to
this day, Trudeau refuses to waive cabinet confidence, keeping important
details of the scandal secret and preventing several key witnesses, including
Ms. Wilson-Raybould, from disclosing evidence.
“Justin Trudeau
has covered up his role in the SNC-Lavalin corruption scandal every step of the
way,” Scheer said. “He blocked three Parliamentary investigations, refused to
co-operate with the Ethics Commissioner, and is currently blocking the RCMP
from obtaining key evidence. As Prime Minister, I will call a judicial inquiry
so Canadians can finally get the answers they deserve.”
“No longer will
a corrupt Prime Minister be able to be the gatekeeper of his own misconduct,”
said Scheer. “These measures will safeguard our democracy against the whims of
sleazy and unscrupulous politicians. Justin Trudeau has so far avoided
consequence for the SNC-Lavalin corruption scandal, but the Canadian people
will deliver their verdict on October 21.” 
FACTS: 
In
2017, Justin Trudeau became the first Prime Minister in Canadian history to be
found guilty of breaking ethics laws for accepting a vacation from a lobbyist.
In August, he was found guilty again for his role in the SNC-Lavalin corruption
scandal.Trudeau
abused the power of his office to shut down two separate Ethics Committee
investigations and a Justice Committee investigation.In
his final report, Trudeau II, Ethics
Commissioner Mario Dion noted, “During this examination, nine witnesses
informed our Office that they had information they believed to be relevant, but
that could not be disclosed because, according to them, this information would
reveal a confidence of the Queen’s Privy Council and would fall outside the
scope of Order in Council 2019-0105.”Right
before the election, Canadians learned the RCMP is being prevented from
investigating possible obstruction of justice because Trudeau refuses to waive
cabinet confidence.
ANDREW
SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up      to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs.Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost the RESP matching by 50 per cent, helping parents get more for their kids’ education.
Background Documents:
–Backgrounder
–PBO Report

",2019-09-26
conservative,https://www.conservative.ca/justin-trudeau-must-fire-antisemitic-apologist-iqra-khalid/,"
Trudeau’s candidate continues to support individual with known antisemitic views

















According to B’nai
Brith Canada, Justin Trudeau’s candidate Iqra Khalid continues to associate
with known anitsemite Amin El-Maoued, who advocates for violence and
discrimination against the Jewish community.




Khalid was forced to apologize last year for giving
El-Maoued a certificate of appreciation from Justin Trudeau. At the time Khalid
claimed she condemned his antisemitic views. 
But we now know her apology was a lie.
Recently Khalid attended an event at the home
of El-Maoued. He confirmed in social media posts that Khalid apologized to him
for condemning his antisemitism. El-Maoued blames the “Zionist lobby” for
forcing Khalid to having to issue a public apology.
In response to this news, Khalid says that she
accepts that El-Maoued is not antisemtic, despite the fact that he uses
antisemitic language and leads rallies to call for the destruction of Israel.
El-Maoued is active in the Liberal Party of
Canada, donating and attending party conventions with Justin Trudeau.
Antisemites like Khalid and El-Maoued feel they
have a home in Trudeau’s Liberal Party. 
But what Jewish Canadians are asking is: why did Justin Trudeau fire antisemite Hassan Guillet but continues to support Iqra Khalid?

",2019-09-28
conservative,https://www.conservative.ca/justin-trudeau-and-the-ndp-the-coalition-you-cant-afford/,"
Yesterday, the NDP let the cat out of the
bag: They are planning to form a coalition government with Justin Trudeau if
Canadians don’t elect a Conservative majority government on Oct. 21.
When asked about it today, Trudeau did not rule out a
Liberal/NDP coalition, which would see NDP MPs given key cabinet positions with
Trudeau as Prime Minister.
With Trudeau forced to rely on the NDP to hang on to
power, what will that mean for you?
An even higher carbon tax. Trudeau is already planning to hike
     the carbon tax if he’s re-elected. But to keep the NDP happy, he’ll have
     to hike it even higher.
      Fewer jobs. NDP economic policies fail
     everywhere they’ve been tried. With the NDP calling the shots, Trudeau
     will have to hike taxes, shut down industry, and kill jobs to hang on to
     power.
      Even bigger deficits. To meet the NDP’s demands, Trudeau
     will have to spend billions more than he was already planning to, racking
     up huge deficits that will threaten social programs like health care.
Justin Trudeau will pay any price to stay in power. And
it’s your money he will pay with.
There’s only one way for Canadians to stop this coalition
that you cannot afford: Vote for Andrew Scheer and elect a Conservative
majority government.
A government that will live within its means and put more
money in your pockets. Because it’s time for you to get ahead.
",2019-10-14
conservative,https://www.conservative.ca/the-trudeau-ndp-coalition-fewer-jobs-higher-taxes/,"
Both Liberals and NDP say they will halt all new pipeline development
Both Justin Trudeau and Jagmeet Singh’s campaigns mused yesterday about cancelling ongoing and future pipeline projects. Singh doubled-down yesterday reminding Canadians that he’s “fully opposed to Trans Mountain”.Meanwhile, Trudeau’s star candidate in Quebec confirmed that under Trudeau’s plan “many of these [pipelines] are incompatible with the goals we have for 2030”.The Trudeau-NDP coalition is the coalition you can’t afford. Their radical position on pipeline development will mean fewer jobs for Canadians and less future revenue that can be put toward health care, education and social services across Canada.As a result, a Trudeau-NDP coalition would be forced to raise taxes on middle-class Canadians in order to fund any new health care spending.Only Andrew Scheer and the Conservative Party has a plan to build a national energy corridor that will encourage greater investment in the Canadian energy sector. Greater economic development means Andrew Scheer will be able to lower taxes to put more money in your pocket to help you get ahead. 
",2019-10-19
conservative,https://www.conservative.ca/andrew-scheer-announces-financial-support-for-ontario-line-and-yonge-subway-extension/,"
A new Conservative government will fund projects that get Canadians home faster, reduce commute times
A new Conservative government will fund the Ontario Line and Yonge
Subway Extension projects as part of a plan to prioritize projects that get
Canadians home faster, Conservative Leader Andrew Scheer announced today.
“The Ontario Line and the Yonge Subway Extension are two great
examples of projects that reduce commute times and relieve traffic congestion
for hard-working commuters,” Scheer said.
“These are exactly the kinds of infrastructure projects a new
Conservative government will prioritize and I’m pleased to announce that as
Prime Minister, my government will fund them.” 
The 7.4-kilometre Yonge Subway
Extension will connect Toronto to Markham, Vaughan and Richmond Hill – one of
the fastest growing regions in Ontario. The 15-kilometre Ontario Line will
increase capacity by 30 per cent on a critically needed east-west and
north-south route. 
Scheer was joined by Markham Mayor Frank Scarpitti and Richmond
Hill Mayor David Barrow and pointed out that despite a $187 billion infrastructure
spending commitment, Justin Trudeau has failed to deliver much-needed commuter
infrastructure for Canadians.
“Justin Trudeau was elected on a promise to invest in
infrastructure and get these kinds of projects built. But four years later, he
has spent the money but has nothing to show for it. We got the deficits without
the infrastructure,” Scheer said. “Once again, he is not as advertised.”
Only Canada’s Conservatives have a plan to lower your taxes and
put more money in your pockets so you can get ahead. We will build the
desperately needed infrastructure Canadians need to get home faster at the end
of the day.
FACTS:
Commute times in Toronto are
up an
average of almost 8 per cent since 2013, with
an average commute of 42 minutes.The Ontario Line is estimated
to cost $10.9 billion and is scheduled to be complete by 2027.The Yonge Subway Extension is
estimated to cost $5.6 billion and should be operational right after the
Ontario Line opens. A new Conservative government
would fund projects that reduce commute times across the country like the George
Massey Tunnel replacement project in Vancouver and the third link across the
Saint Lawrence River in Québec City.According to the Parliamentary
Budget Officer (PBO), for every dollar
Justin Trudeau promised for infrastructure, he only spent 60 cents: “the
Government failed to spend about 40 per cent of its planned infrastructure
budget.” Analysis
showed that for all his spending, there are no substantial results to show for
it.In its analysis of Budget 2018,
the PBO reported:
“Budget 2018 provides an incomplete account of the changes to the Government’s
$186.7 billion infrastructure spending plan. PBO requested the new plan but it
does not exist.”If given four more years,
Justin Trudeau’s debt and never-ending deficits will delay badly needed
infrastructure, threatening the future of important projects like the Ontario
Line and Yonge Subway Extension, and doing nothing to reduce commute times.Trudeau’s Carbon tax will add
31 cents a litre to the price of gas, adding hundreds of dollars to the cost of
everyday essentials. In Ontario, his carbon tax will cost you over a thousand
dollars each and every year. 
ANDREW SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home      heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit, saving a family of four who take transit up      to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit, allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax Credit, letting parents claim up to $500 for arts and learning programs.Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost government-matching to RESP’s by 50 per cent, helping parents get more for their kids’ education.Introduce the Green Home Renovation Tax Credit, putting up to $3,800 back in the pockets of      Canadians for green home improvements. 
SUPPORTING
DOCUMENTS
Background
",2019-10-08
conservative,https://www.conservative.ca/statement-from-the-conservative-party-of-canada-regarding-heather-leung/,"
“Heather Leung is no longer representing the
Conservative Party of Canada in the riding of Burnaby North-Seymour.
“Recent media reports have brought to light offensive
comments made by Ms. Leung saying ‘homosexuals recruit’ children and describing
the sexual orientation of the LGBTQ community as ‘perverted.’
“There is no tolerance in the Conservative Party for those types of offensive comments.”
",2019-10-04
conservative,https://www.conservative.ca/justin-trudeau-cannot-be-trusted-he-is-pitting-province-against-province-canadian-against-canadian/,"
Trudeau calls on Québecers to fight Ontario and Alberta
Today during a press conference, Justin Trudeau called on Québecers to fight Albertans and Ontarians. Here is what Trudeau said: “[Q]uébecers need to stand up and fight against those like Jason Kenney and Doug Ford and other conservative politicians.” But here is what Trudeau said just yesterday: “Everything I tried to do in the last four years has been focused on bringing the country together. Yet we find ourselves now in a more polarized, more divisive election than even the 2015 one.” Justin Trudeau disparages the 19 million Canadians these leaders represent. He is a hypocrite and cannot be trusted to unite Canadians. Trudeau is simply not as advertised. Regardless of our differences, or our political views, politicians should never pit Canadians against one another. Trudeau’s comment today is unbecoming of an individual who aspires to be Prime Minister, and whose job it is to unite Canadians. This is just another example of how Justin Trudeau will do and say anything to get re-elected, even turn Canadians against each other for his own political gain. Andrew Scheer is a consensus builder, he has run a positive campaign focused on what leaders across provinces and cities can accomplish together, regardless of party affiliation. The Conservative Party is the party of nation building and on October 22nd, we will start to repair the damage Justin Trudeau has done to our federation.
",2019-10-16
conservative,https://www.conservative.ca/andrew-scheer-reveals-his-plan-for-you-to-get-ahead/,"
Conservatives unveil fully costed platform that eliminates Justin Trudeau’s deficit by 2024.
Today, Canada’s Conservatives released Andrew Scheer’s
Plan for You to Get Ahead, a fully
costed platform that details how a new Conservative government will live within
its means and put more money in your pockets.
In his remarks, Andrew Scheer
offered examples of how typical Canadian families will get ahead under a new
Conservative government:
Under a new Conservative government,
an average retired couple living in Tsawwassen will save $2,580 a year.Under a new Conservative government, a family of four – soon to be five –
in Montreal will save $4,642 a year.Under a new Conservative government,
a family of four in Markham will save $3,264 a year.
“Under
Justin Trudeau, Canadians are working harder and harder, but they’re just not
getting ahead. Everything keeps getting more expensive and if Trudeau is
re-elected, it will only get worse,” Scheer said.
“My Plan For You To Get Ahead is filled with
achievable and tangible ways that a new Conservative government under my
leadership will put more money in your pockets so you can get ahead.”
The Conservative
platform also shows a costed and independently verified path back to a balanced
budget by 2024-2025. This will be done through a combination of spending
restraint and reductions to both corporate handouts to profitable corporations
and foreign aid to relatively wealthy countries.
“My
plan eliminates Justin Trudeau’s damaging deficits because Conservatives know a
balanced budget is the only way to make sure services like health care are
protected,” Scheer said. 
As Prime Minister, Andrew Scheer will provide:
1. More money for you, for your kids, and for your retirement 
By scrapping Trudeau’s carbon tax, providing a Universal Tax Cut, taking the GST off home heating, making maternity benefits tax-free, boosting the RESP, increasing the Age Credit, bringing back tax credits for children’s arts, fitness, and learning, and introducing the Green Home Renovation Tax Credit.
2. More good jobs
By reversing Trudeau’s tax hikes on small business, creating a National Energy Corridor to generate opportunities, boosting innovation and commercialization, supporting economic immigration, promoting interprovincial trade, building infrastructure projects that reduce commute times and lower emissions, and more.
3. More innovation to fight climate change 
By taking the fight against climate change global and incentivizing industry to develop emissions-reducing technology that can be shared with the world’s highest-emitting countries.
4. More help at home
By supporting our veterans, improving our correctional system, securing our neighbourhoods, strengthening border protection, reducing health care wait times, and more.
5. More strength abroad 
By
confronting the global complexities of climate change, human migration,
cybersecurity, and national defence, renewing relationships with important
allies, and standing up for Canada on the world stage. 
“It’s
time to turn the page on four years of broken promises. As Canadians, it’s time
for Canadians to look to the future once again with confidence,” Scheer said. 
The
platform was verified by Jack Mintz, President’s Fellow at the University of
Calgary’s School of Public Policy.
“I
conclude, therefore, that the Conservative Party fiscal plan is reasonably
estimated, resulting in a budgetary balance in five years subject to
uncertainties that impact any economic forecast including those of the PBO,”
Mintz said.
SUPPORTING DOCUMENTS:
-Backgrounder-PBO Costing-Platform
",2019-10-11
conservative,https://www.conservative.ca/andrew-scheer-will-introduce-ei-leave-benefits-for-adoptive-parents/,"
A new Conservative government will also boost the Adoption Expense Tax Credit
Andrew Scheer will make it easier for
Canadian families to welcome a new child into their home by introducing EI
adoption leave benefits for adoptive parents and boosting the Adoption Expense
Tax Credit, David Sweet, the Conservative candidate for Flamborough-Glanbrook,
announced today.
“Every year, thousands of Canadians adopt a child. By
opening their homes and their hearts, these families provide stability, love,
and a brighter future for some of the most vulnerable in Canada and around the
world,” Sweet said. “Adoption is one of the most selfless things a Canadian can
do. At the same time, it can also involve significant investments of time and money.
Andrew Scheer will make it easier for Canadians to begin, expand, or complete
their family through adoption.”
A new Conservative government will introduce 15 weeks of
EI adoption leave benefits for Canadians who adopt a child under the age of 18.
A new Conservative government will also amend the Income Tax Act to boost the
Adoption Expense Tax Credit to $20,000, and make the tax credit fully
refundable. As a result, those who pay little to no federal income tax will be
eligible for up to the maximum amount.
Currently, the maximum tax savings a Canadian adoptive
family is eligible to receive in 2020 is $2,482. Under a new Conservative
government, that same family will receive $3,000,
which is an increase of $518. The tax credit
will continue to be indexed as is currently the case.
“Introducing EI adoption leave benefits for adoptive
parents and boosting the Adoption Expense Tax Credit are two of the measures a
new Conservative government will introduce to help Canadian families get
ahead,” Sweet said.
ANDREW SCHEER’S PLAN FOR YOU TO GET AHEAD:
Scrap the Trudeau Carbon Tax, lowering the cost of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit,      saving a family of four who take transit up to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit,      allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax      Credit, letting parents claim up to $500 for arts and      learning programs.Expand the Age Credit, benefiting the lowest income Canadians the most and giving a senior couple up to $300.Boost government-matching to RESPs by 50%, helping parents get more for their kids’ education.Introduce the Green Home Renovation Tax Credit,      putting up to $3,800 back in the pockets of Canadians for green home improvements.
SUPPORTING DOCUMENTS:
PBO Costing 1PBO Costing 2
",2019-10-10
conservative,https://www.conservative.ca/andrew-scheer-details-plan-to-reclaim-canadian-leadership-on-the-world-stage/,"
Conservative foreign policy will cut aid spending by 25% and put it back in the pockets of Canadian families
Today, Conservative Leader Andrew Scheer detailed
his plan for delivering strong Conservative leadership on the world stage.
On the same day the Munk debate on foreign policy
was supposed to take place before Justin Trudeau forced its cancellation, Scheer
shared details around four key pillars of his foreign policy plan which
include:
Cutting 25% of foreign
aid spending – The reduction will come from middle- and upper-income countries
as well as hostile regimes. We will use the savings to pay for policies that
help Canadians get ahead at home and also redirect
$700 million to strengthen foreign aid in the countries that need it most. We
will continue to work in partnership with leading Canadian aid organizations
including volunteer-focused groups who provide much-needed assistance to
developing countries.
Strengthening
Canada’s commitment to traditional alliances and providing additional military
and non-military support to Ukraine.
Advocating for human
rights on the world stage by using Canada’s Magnitsky legislation to target
hostile regimes like Iran.
Depoliticizing
military procurement in order to properly and expediently supply the Canadian
Armed Forces.
“Justin Trudeau has spent the last four years
humiliating himself and all Canadians on the world stage with his weak,
unprincipled leadership,” Scheer said. “Canadians deserve a Prime Minister that
will once again make them proud and who will always stand up for Canada’s
interests in an increasingly hostile world.”
Scheer highlighted the long and growing list of
scandals and humiliations that have harmed Canada’s reputation during Justin
Trudeau’s time in power, including his admiration for China’s “basic
dictatorship,” his praise for Cuban communist dictator Fidel Castro, his disastrous
India trip, and his disgraceful Omar Khadr settlement.
On foreign aid, Scheer said his plan will refocus Canadian
help where it is most needed while helping more Canadians get ahead at home.
“At a time when Canadians are working harder than
ever and not getting ahead, Trudeau is using their hard-earned tax dollars to
support antisemitic organizations and prop up foreign dictatorships,” Scheer
concluded. “Our plan will take Canadian tax dollars away from corrupt dictators
and wealthy countries and return it to Canadians so they can get ahead.
“At the same time, we will continue to consider aid proposals
which support non-development objectives such as minority rights and peaceful
coexistence taking place in any country,” Scheer said.
SUPPORTING DOCUMENTS
Background
1. Independent Parliamentary Budget Officer Costing
2. Independent Parliamentary Budget Officer Costing
3. Independent Parliamentary Budget Officer Costing
4. Independent Parliamentary Budget Officer Costing
5. Independent Parliamentary Budget Officer Costing
",2019-10-01
